society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
tulip violet,1.0,sector 69,846.0,4,4,2,10.0,Relatively New,flat,1804.0,1,1,1,1,0,1,174
umang monsoon breeze,0.07,sector 78,606.0,2,2,1,5.0,Moderately Old,flat,1239.0,0,0,0,0,0,1,0
ss the leaf,1.0,sector 85,727.0,3,4,3,8.0,Relatively New,flat,2179.0,0,1,0,0,0,1,49
emaar gurgaon greens,1.0,sector 102,818.0,3,3,3,5.0,Relatively New,flat,1315.0,0,1,0,0,0,1,119
pyramid urban homes 2,0.04,sector 86,858.0,2,2,1,6.0,New Property,flat,557.0,0,0,0,0,1,1,72
shri banke bihari society,1.0,sector 56,913.0,3,3,3+,2.0,Old Property,flat,1450.0,0,0,0,0,1,1,174
emaar digihomes,2.0,sector 62,1600.0,2,2,2,7.0,New Property,flat,1200.0,1,0,0,0,0,0,174
shapoorji pallonji joyville gurugram,1.0,sector 102,1167.0,2,2,3,0.0,Relatively New,flat,1286.0,0,0,0,0,0,1,80
emaar mgf emerald estate,1.0,sector 65,2101.0,3,3,3,7.0,Relatively New,flat,1081.0,1,0,0,0,0,2,116
shree arihant apartment,1.0,sector 54,738.0,3,3,3+,3.0,Moderately Old,flat,2000.0,0,0,0,1,1,2,125
nirvana country,10.0,sector 50,14286.0,5,7,2,4.0,Moderately Old,house,7000.0,0,1,0,0,0,0,0
corona optus,1.0,sector 37c,725.0,3,3,3+,8.0,New Property,flat,2211.0,0,1,0,0,0,1,37
m3m capital,2.0,sector 113,1558.0,4,5,3+,25.0,Under Construction,flat,2060.0,1,0,0,0,0,2,79
emaar mgf marbella,8.8,sector 66,41608.0,4,4,3+,3.0,Relatively New,house,2115.0,0,1,1,1,0,1,107
independent,3.9,sector 38,21242.0,6,6,3+,3.0,Moderately Old,house,1836.0,1,1,0,1,0,1,32
m3m woodshire,0.08,sector 107,586.0,2,2,3+,6.0,Relatively New,flat,1204.0,0,0,0,1,0,2,174
ramsons kshitij,0.01,sector 95,54.0,1,1,1,12.0,Relatively New,flat,3569.0,0,0,0,0,0,1,56
smart world orchard,2.01,sector 61,13001.0,3,3,3,4.0,Under Construction,house,1549.0,0,0,0,0,0,1,145
imperia the esfera,0.09,sector 37c,545.0,3,4,3,9.0,Relatively New,flat,1660.0,0,1,0,0,0,1,49
ss the leaf,2.0,sector 85,775.0,4,4,3+,23.0,New Property,flat,3151.0,0,0,0,0,0,1,21
nitin vihar,0.85,sector 33,9444.0,3,2,0,1.0,Relatively New,house,900.0,0,0,0,0,0,1,15
bestech park view grand spa,4.0,sector 81,1000.0,4,4,3+,25.0,Relatively New,flat,3512.0,0,1,0,0,0,2,90
smart world orchard,1.0,sector 61,1375.0,2,2,2,1.0,Under Construction,flat,1333.0,1,0,0,0,0,1,16
hero homes,1.0,dwarka expressway,782.0,3,3,3,1.0,New Property,flat,1529.0,0,0,0,0,0,1,49
indiabulls enigma,3.0,sector 110,1015.0,4,4,3,9.0,Moderately Old,flat,3077.0,0,1,0,0,0,2,125
independent,3.75,sector 5,11029.0,5,5,3+,3.0,Old Property,house,3400.0,0,0,0,0,0,1,0
vipul lavanya,0.06,sector 81,667.0,2,2,1,0.0,Relatively New,flat,1000.0,0,0,0,0,0,1,49
krrish provence estate,7.0,gwal pahari,750.0,5,6,3+,23.0,Relatively New,flat,9050.0,0,1,0,1,1,1,49
rail vihar cghs,1.0,sector 56,1038.0,3,2,2,1.0,Old Property,flat,1275.0,0,0,0,0,1,1,159
rwa,0.04,sector 7,600.0,3,2,1,1.0,New Property,flat,889.0,0,0,0,0,0,1,21
independent,2.5,sector 2,16057.0,4,4,2,4.0,Old Property,house,1557.0,0,0,0,0,0,1,17
independent,15.0,sector 26,33333.0,4,4,3,3.0,Moderately Old,house,4500.0,0,1,1,0,0,2,36
bestech park view sanskruti,1.0,sector 92,776.0,3,3,2,10.0,Relatively New,flat,1738.0,0,0,0,0,0,1,117
assotech blith,0.08,sector 99,601.0,2,2,3,0.0,New Property,flat,1365.0,0,0,0,0,0,1,51
ansal heights 86,0.08,sector 86,603.0,2,2,1,12.0,New Property,flat,1300.0,0,0,0,0,0,1,49
international city by sobha phase 1,6.15,sector 109,27333.0,5,5,3+,3.0,Relatively New,house,2250.0,0,1,1,1,0,2,130
ramsons kshitij,0.02,sector 95,365.0,2,2,2,5.0,New Property,flat,694.0,0,0,0,0,1,1,0
mvn athens,0.02,sohna road,707.0,1,1,1,12.0,Relatively New,flat,378.0,0,0,0,0,0,1,66
dlf new town heights,1.0,sector 90,624.0,3,3,3+,7.0,Relatively New,flat,1929.0,0,1,0,1,0,1,127
vipul lavanya,1.0,sector 81,717.0,3,3,3,1.0,Moderately Old,flat,1982.0,0,1,0,1,0,2,49
the close south,3.0,sector 50,1281.0,3,4,3+,4.0,Old Property,flat,2819.0,0,1,0,0,0,2,135
adani m2k oyster grande,2.0,sector 102,1001.0,3,3,3,2.0,Relatively New,flat,2351.0,1,1,1,0,0,1,118
m3m woodshire,1.0,sector 107,883.0,3,3,3+,1.0,Relatively New,flat,1690.0,0,0,0,1,0,2,174
signature global park,0.05,sohna road,633.0,2,2,2,3.0,Relatively New,flat,913.0,0,0,0,1,0,1,161
independent,1.2,sohna road road,22305.0,4,4,3+,4.0,Old Property,house,535.0,0,0,0,0,0,1,8
sare green parc 2,0.06,sector 92,484.0,3,2,2,6.0,Under Construction,flat,1141.0,0,0,0,0,1,1,0
dlf regal gardens,1.0,sector 90,740.0,3,3,3,6.0,Relatively New,flat,1603.0,0,0,0,0,1,2,28
independent,5.5,sohna road road,5093.0,3,3,3+,2.0,Moderately Old,house,3500.0,1,1,0,1,1,1,49
tulip violet,1.0,sector 69,841.0,3,3,1,12.0,Relatively New,flat,1419.0,0,0,0,1,0,2,86
mahindra aura,1.0,sector 110,966.0,3,3,3,10.0,Relatively New,flat,1550.0,0,0,0,0,0,2,142
ramsons kshitij,0.04,sector 95,459.0,2,2,1,2.0,Relatively New,flat,887.0,1,0,0,0,0,1,89
ss the coralwood,1.0,sector 84,486.0,3,3,2,9.0,Relatively New,flat,1584.0,0,0,0,0,0,1,75
eldeco accolade,0.09,sohna road,654.0,2,2,3+,6.0,New Property,flat,1129.0,1,0,0,0,0,2,56
bestech park view city,1.0,sector 48,1002.0,3,4,2,5.0,Relatively New,flat,1526.0,1,0,0,1,0,1,53
the lions cghs,2.0,sector 56,854.0,4,4,3+,8.0,Moderately Old,flat,2667.0,0,0,0,0,0,2,49
ats triumph,2.0,sector 104,881.0,4,4,3+,16.0,Relatively New,flat,3064.0,0,1,0,0,0,2,150
m3m heights,2.0,sector 65,1350.0,2,2,3,8.0,New Property,flat,1482.0,1,0,0,0,0,1,44
ss aaron ville,6.5,sector 49,18808.0,5,5,2,2.0,Relatively New,house,3456.0,1,1,0,1,0,2,28
ss the coralwood,1.0,sector 84,577.0,3,3,2,18.0,Relatively New,flat,1475.0,0,0,0,0,0,1,40
m3m skywalk,1.0,sector 74,1138.0,2,2,2,28.0,New Property,flat,1272.0,0,0,0,0,0,1,15
imperia aashiyara,0.04,sector 37c,588.0,2,2,3,3.0,Under Construction,flat,756.0,0,0,0,0,0,1,126
shree vardhman flora,0.07,sector 90,577.0,2,2,3,8.0,Relatively New,flat,1444.0,0,0,0,0,0,1,60
shree vardhman victoria,1.0,sector 70,836.0,3,5,3,12.0,Relatively New,flat,1527.0,0,1,0,0,0,1,43
independent,0.7,sector 105,5833.0,3,2,2,1.0,Moderately Old,house,1200.0,0,0,0,0,0,1,0
adarsh nagar,0.06,sector 12,619.0,3,3,1,1.0,New Property,flat,1167.0,0,0,0,0,0,2,42
kiran residency,1.0,sector 56,750.0,3,3,3+,4.0,Relatively New,flat,1900.0,0,1,0,0,0,2,126
pivotal riddhi siddhi,0.05,sector 99,852.0,2,1,2,7.0,New Property,flat,652.0,0,0,0,0,0,1,24
bptp visionnaire,6.0,sector 70a,22222.0,5,4,3,3.0,New Property,house,2700.0,1,0,0,0,0,1,40
essel tower,2.0,sector 28,1250.0,3,4,3+,3.0,Moderately Old,flat,1956.0,0,1,0,0,0,0,0
shree vardhman victoria,1.0,sector 70,897.0,3,4,2,16.0,Relatively New,flat,1950.0,0,1,0,1,0,1,49
capital residences 360,1.0,sector 70a,830.0,3,3,3+,4.0,New Property,flat,1950.0,0,1,0,0,0,1,144
ss the leaf,2.0,sector 85,658.0,4,5,3+,1.0,Relatively New,flat,2545.0,0,1,1,0,0,1,106
m3m merlin,4.0,sector 67,1427.0,4,4,3+,15.0,Relatively New,flat,2854.0,0,1,0,0,0,2,158
independent,5.5,sector 14,16975.0,5,4,2,2.0,Old Property,house,3240.0,1,0,0,0,0,1,27
shree vardhman victoria,1.0,sector 70,923.0,3,3,3+,10.0,New Property,flat,1765.0,0,0,0,0,1,2,49
dlf beverly park,8.0,sector 25,1538.0,5,5,3+,2.0,Old Property,flat,5778.0,1,1,0,1,1,0,26
shree vardhman flora,0.07,sector 90,538.0,2,2,3,13.0,New Property,flat,1176.0,1,0,0,0,0,1,15
emaar gurgaon greens,1.0,sector 102,939.0,3,4,3,7.0,Relatively New,flat,1315.0,0,1,0,0,0,2,152
pareena laxmi apartments,0.03,sector 99a,611.0,2,2,2,2.0,New Property,flat,473.0,0,0,0,0,0,1,50
independent,4.25,sector 10a,17955.0,4,3,2,1.0,Old Property,house,2367.0,0,0,0,0,0,1,0
experion windchants,5.0,sector 112,1073.0,4,6,3+,15.0,Relatively New,flat,3655.35,0,1,0,1,0,2,174
vatika lifestyle homes,1.0,sector 83,455.0,3,3,1,6.0,Relatively New,flat,2588.0,0,0,0,0,0,2,79
unitech uniworld city,3.0,sector 30,1499.0,3,5,3+,16.0,Old Property,flat,2367.0,0,1,0,0,0,2,141
ansal height 86,0.08,sector 86,588.0,2,2,0,1.0,Relatively New,flat,1360.0,0,0,0,0,0,1,0
ansal api sushant estate,0.02,sector 52,1163.0,1,1,0,0.0,Moderately Old,flat,278.0,0,0,0,0,0,2,49
corona gracieux,1.0,sector 76,595.0,3,3,3+,7.0,Relatively New,flat,1597.0,0,0,0,0,0,2,133
dlf the primus,1.0,sector 82a,1028.0,3,3,3+,2.0,Relatively New,flat,1668.0,0,0,0,0,0,2,44
prime habitat,0.02,sector 99a,475.0,2,2,1,6.0,Relatively New,flat,611.0,0,0,0,0,1,1,79
m3m heights,3.0,sector 65,1799.0,3,3,2,27.0,Under Construction,flat,16676.0,0,1,0,0,0,1,43
ambience creacions,4.0,sector 22,1391.0,3,4,3+,6.0,Relatively New,flat,2600.0,0,1,0,0,1,0,120
ireo skyon,2.0,sector 60,1553.0,2,2,2,2.0,Relatively New,flat,1350.0,0,0,0,1,0,2,174
m3m golfestate,6.0,sector 65,1833.0,3,4,2,20.0,Relatively New,flat,3355.0,0,0,0,0,0,1,34
paras dews,1.0,sector 106,998.0,4,6,3+,10.0,Relatively New,flat,1535.0,0,1,0,0,0,1,174
central park flower valley,1.0,sector 33,1125.0,3,3,3,3.0,Old Property,flat,1619.0,0,0,0,0,0,1,71
ss the leaf,1.0,sector 85,712.0,2,2,3,10.0,Relatively New,flat,1730.0,0,0,0,0,0,1,49
godrej summit,0.07,sector 104,591.0,2,2,3,6.0,Relatively New,flat,1148.0,0,0,0,0,1,1,79
vatika signature villas,4.7,sector 82,21759.0,3,3,3+,3.0,New Property,house,2160.0,0,1,0,0,0,1,33
eldeco accolade,0.06,sohna road,518.0,2,2,3,12.0,Relatively New,flat,978.0,0,0,0,1,0,1,49
independent,5.8,sector 26,32222.0,4,3,2,2.0,Relatively New,house,1800.0,0,0,1,0,0,1,21
independent,3.5,sector 3,9211.0,1,1,0,1.0,Moderately Old,house,3800.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,925.0,3,3,2,0.0,Relatively New,flat,1428.0,0,0,0,1,0,2,174
mahindra aura,1.0,sector 110,881.0,3,3,3+,7.0,Relatively New,flat,1850.0,0,1,0,0,0,2,136
emaar gurgaon greens,1.0,sector 102,879.0,3,3,3,7.0,Relatively New,flat,1493.0,0,1,0,0,0,1,159
bestech park view spa next,2.0,sector 67,1214.0,3,4,3+,14.0,Moderately Old,flat,1751.0,0,1,0,0,0,2,156
indiabulls centrum park,1.0,sector 103,749.0,3,3,3+,13.0,Relatively New,flat,1560.0,1,0,0,0,0,1,93
raheja navodaya,0.06,sector 92,481.0,2,2,2,5.0,New Property,flat,1498.0,0,0,0,0,0,1,0
emaar mgf emerald floors premier,2.0,sector 65,1388.0,3,4,3+,2.0,Relatively New,flat,1833.0,1,1,0,0,0,0,174
mahindra luminare,5.0,sector 59,1818.0,3,3,1,26.0,Under Construction,flat,2738.0,0,1,0,0,0,1,24
gls avenue 51,0.04,sector 92,600.0,3,3,1,10.0,Relatively New,flat,833.0,0,0,0,0,0,1,0
central park 2 bellevue,5.0,sector 48,1163.0,3,4,3,14.0,Moderately Old,flat,4778.0,0,0,0,0,0,1,82
pyramid urban homes 2,0.05,sector 86,969.0,2,2,2,6.0,Old Property,flat,573.0,0,0,0,0,0,1,15
dlf floors phase 3,3.51,sector 24,12342.0,4,4,3,4.0,Under Construction,house,2844.0,1,1,1,1,0,2,160
central park flower valley,1.0,sector 33,1192.0,3,3,3+,7.0,New Property,flat,1444.0,0,0,0,0,0,2,28
mapsko royale ville,1.0,sector 82,642.0,3,4,2,15.0,Relatively New,flat,1620.0,0,1,0,1,0,2,104
ganpati heights apartment,1.25,sector 13,151.0,10,6,2,3.0,Old Property,house,115.0,0,0,0,0,1,1,7
la vida by tata housing,2.0,sector 113,1082.0,3,4,3+,5.0,Relatively New,flat,1940.0,0,1,0,0,0,1,49
dlf the primus,2.0,sector 82a,1122.0,4,4,3+,14.0,Relatively New,flat,1773.0,0,0,0,0,0,0,44
shyam sadan,0.05,sector 3 phase 2,647.0,2,2,1,4.0,Relatively New,flat,778.0,1,0,0,0,0,2,69
smart world one,1.0,dwarka expressway,593.0,3,4,3,6.0,Under Construction,flat,3094.0,0,0,0,0,0,1,0
sunischit apartments,1.0,sector 54,795.0,3,3,3+,5.0,Old Property,flat,1991.0,0,1,0,0,0,2,65
ats marigold,1.0,sector 89,850.0,3,3,3,5.0,Under Construction,flat,1480.0,0,0,0,0,0,1,96
kw royal court,2.0,sector 39,625.0,5,4,3,9.0,Old Property,flat,3556.0,0,1,0,0,0,0,49
sbtl caladium,1.0,sector 109,629.0,3,3,3,9.0,Relatively New,flat,2303.0,0,1,0,0,0,1,75
palam vihar extension west zone rwa,0.35,sector 2,6481.0,2,2,0,1.0,New Property,house,600.0,0,0,0,0,0,1,0
tata primanti,8.5,sector 72,13492.0,5,6,3+,10.0,Relatively New,house,6300.0,1,1,1,1,0,2,145
signature global park,0.05,sohna road,633.0,2,2,2,4.0,Relatively New,flat,939.0,0,0,0,1,0,1,159
satya element one,0.08,sector 49,1111.0,1,1,1,0.0,Moderately Old,flat,720.0,0,0,0,0,0,1,0
jammu and kashmir bank employees cghs,0.09,sector 9a,613.0,3,3,2,5.0,Moderately Old,flat,1403.0,0,0,0,0,1,1,30
la vida by tata housing,1.0,sector 113,1176.0,2,2,2,13.0,New Property,flat,1155.0,0,0,0,0,0,1,60
landmark house,2.75,sector 43,25463.0,3,3,1,2.0,Moderately Old,house,1080.0,0,0,0,1,0,1,21
signature global synera,0.04,sector 81,846.0,2,2,1,7.0,Relatively New,flat,613.0,0,0,0,0,0,2,70
m3m merlin,2.0,sector 67,1417.0,3,3,3,0.0,Relatively New,flat,1852.0,0,0,0,0,1,2,49
project mianwali colony,2.0,sector 12,14815.0,5,5,2,3.0,Old Property,house,1350.0,0,0,0,0,0,1,0
indiabulls centrum park,1.0,sector 103,568.0,3,4,3+,10.0,Relatively New,flat,3716.0,1,1,0,1,1,2,49
signature global park,0.07,sohna road,645.0,3,3,3,3.0,Relatively New,flat,1344.0,0,0,0,1,0,1,150
la vida by tata housing,3.0,sector 113,1244.0,4,4,3+,11.0,Relatively New,flat,2991.0,1,1,0,0,0,2,174
emaar mgf palm hills,1.0,sector 77,862.0,3,4,3,1.0,Relatively New,flat,1611.0,0,1,0,0,0,2,104
emaar mgf emerald floors premier,2.0,sector 65,1392.0,4,4,3,3.0,Relatively New,flat,1750.0,1,1,0,0,0,2,113
apna enclave,0.08,sector 3,615.0,3,3,1,0.0,Old Property,flat,1000.0,0,0,0,0,0,1,0
tulsiani easy in homes,0.04,sohna road,672.0,2,2,3,12.0,New Property,flat,661.0,0,0,0,0,0,1,36
mapsko mount ville,1.0,sector 79,839.0,3,3,3,18.0,Relatively New,flat,1058.0,1,0,0,0,0,2,102
mariners home,2.0,sector 56,861.0,3,2,3,4.0,Relatively New,flat,2250.0,0,0,0,0,1,2,126
ss the leaf,1.0,sector 85,700.0,2,2,3,11.0,Relatively New,flat,1660.0,0,0,0,0,0,1,49
shree vardhman victoria,1.0,sector 70,846.0,3,5,3,6.0,Relatively New,flat,1527.0,0,1,0,1,0,1,167
emaar mgf emerald floors premier,2.0,sector 65,1403.0,4,4,3+,3.0,Relatively New,flat,2194.0,1,1,0,0,0,0,174
silverglades the melia,1.0,sohna road,700.0,2,2,3,12.0,Under Construction,flat,1184.0,1,0,0,0,0,1,80
m3m skywalk,2.0,sector 74,1214.0,3,3,3+,25.0,Relatively New,flat,1800.0,1,0,0,0,0,1,137
bestech park view residency,1.0,sector 2,721.0,2,2,3,11.0,Moderately Old,flat,1281.0,0,0,0,0,0,1,92
m3m skywalk,1.0,sector 74,1334.0,2,2,3,6.0,Relatively New,flat,1250.0,0,0,1,0,0,1,174
m3m sky lofts,1.0,sector 71,1150.0,1,1,1,9.0,Moderately Old,flat,869.0,0,0,0,0,0,1,77
mvn athens,0.02,sohna road,421.0,2,2,1,12.0,Relatively New,flat,516.0,0,0,0,0,0,1,38
rof aalayas,0.04,sector 102,600.0,1,1,2,6.0,Relatively New,flat,750.0,0,0,0,0,0,1,0
independent,7.2,sector 17b,15926.0,4,4,2,1.0,Old Property,house,4494.0,0,1,1,0,0,1,0
tulip petals,1.0,sector 89,710.0,3,2,3,4.0,New Property,flat,1550.0,0,0,0,0,0,1,0
independent,5.0,sector 23,16244.0,4,4,2,2.0,Old Property,house,3078.0,0,0,0,0,0,1,7
bptp mansions park prime,3.0,sector 66,1085.0,4,4,3,3.0,Relatively New,flat,2700.0,1,1,0,1,1,2,174
ireo the corridors,1.0,sector 67a,926.0,3,3,2,3.0,New Property,flat,1346.0,0,0,1,0,0,2,142
ss the leaf,1.0,sector 85,1332.0,2,2,3,16.0,Relatively New,flat,1300.0,0,0,1,0,0,1,81
tulsiani easy in homes,0.04,sohna road,792.0,2,2,3,9.0,Under Construction,flat,561.0,0,0,0,0,0,1,36
dlf pink town house,1.9,sector 24,3786.0,10,9,3+,3.0,Relatively New,house,5018.0,0,0,0,0,1,0,29
godrej nature plus,1.0,sector 33,933.0,2,2,3,14.0,Under Construction,flat,1448.0,0,0,0,0,0,1,67
sushant lok 1 builder floors,13.0,sector 43,48148.0,3,3,3+,4.0,New Property,house,2700.0,0,0,0,1,0,2,7
maxworth city residences,0.08,sector 10a,640.0,2,3,2,9.0,New Property,flat,1389.0,0,0,0,0,0,1,46
gls arawali homes,0.03,sohna road,607.0,2,2,2,12.0,New Property,flat,521.0,0,0,0,0,0,1,42
ansal sushant lok plots,11.5,sector 43,17692.0,7,8,3+,3.0,Old Property,house,9000.0,0,1,1,1,0,2,31
conscient heritage max,2.0,sector 102,1000.0,3,4,3+,18.0,Relatively New,flat,1945.0,1,1,0,0,0,2,134
umang winter hills,0.07,sector 77,530.0,2,2,2,6.0,Relatively New,flat,1057.0,1,0,0,0,0,1,108
m3m heights,2.0,sector 65,1396.0,2,2,2,32.0,Relatively New,flat,1433.0,0,0,0,0,0,1,48
tulip purple,2.0,sector 69,1083.0,4,4,3+,4.0,Moderately Old,flat,2172.0,0,1,0,0,0,1,37
corona gracieux,1.0,sector 76,551.0,3,3,3,1.0,New Property,flat,1774.0,0,1,0,0,0,1,58
dlf regal gardens,1.0,sector 90,671.0,3,3,3,15.0,Relatively New,flat,1630.0,0,0,0,0,0,2,136
m3m sierra 68,1.0,sector 68,899.0,2,2,3,1.0,Relatively New,flat,1150.0,0,0,0,0,0,2,127
saan verdante,2.0,sector 95,1018.0,3,4,3+,5.0,New Property,flat,1964.0,0,1,0,0,0,1,49
emaar mgf marbella,12.0,sector 66,37037.0,4,4,3+,3.0,Relatively New,house,3240.0,1,1,1,1,0,2,160
mapsko paradise,0.09,sector 83,630.0,3,3,3,1.0,Moderately Old,flat,1489.0,0,0,0,0,0,1,0
international city by sobha phase 2,6.8,sector 109,12593.0,4,5,3,2.0,Relatively New,house,5400.0,0,1,0,0,0,1,49
shyamkunj ashok vihar pahse 2,0.03,sector 3 phase 2,444.0,2,2,1,1.0,Relatively New,flat,750.0,0,0,0,0,0,1,21
pareena coban residences,1.0,sector 99a,566.0,3,5,3,5.0,Relatively New,flat,1790.0,0,1,0,0,1,1,49
gls arawali homes,0.03,sohna road,529.0,2,2,2,10.0,Relatively New,flat,516.0,0,0,0,0,0,1,42
shree vardhman flora,0.09,sector 90,512.0,3,4,3,3.0,New Property,flat,1697.0,0,1,0,0,0,1,106
mapsko mount ville,1.0,sector 79,805.0,3,3,3+,24.0,Relatively New,flat,1154.0,0,0,0,0,0,2,135
conscient heritage max,2.0,sector 102,1388.0,3,4,3+,15.0,Relatively New,flat,2000.0,1,1,0,0,0,1,82
signature global city 37d ph 2,1.0,sector 37d,885.0,3,3,3,1.0,Under Construction,flat,1535.0,0,0,0,1,1,1,37
experion the heartsong,1.0,sector 108,849.0,3,4,3+,14.0,Relatively New,flat,1500.29,0,1,0,0,0,1,119
smart world orchard,1.0,sector 61,1480.0,2,2,2,3.0,New Property,flat,1389.0,0,0,0,0,0,1,44
dlf the skycourt,1.0,sector 86,803.0,3,3,3,5.0,Relatively New,flat,1900.0,0,0,0,0,0,1,49
birla navya,3.0,sector 63a,1463.0,3,3,3,4.0,Under Construction,flat,20503.0,0,0,0,0,1,1,44
dlf new town heights,1.0,sector 90,715.0,4,4,3+,24.0,Relatively New,flat,2456.0,0,1,1,0,0,1,174
the pearl apartmen,0.04,sector 15,559.0,2,2,1,2.0,Relatively New,flat,856.0,0,0,0,0,0,2,28
supertech araville,0.08,sector 79,527.0,2,2,2,12.0,New Property,flat,1688.0,1,0,0,0,0,1,49
unitech the residences,1.0,sector 33,987.0,3,4,1,1.0,Relatively New,flat,1421.0,0,1,0,0,0,1,37
conscient heritage max,1.0,sector 102,922.0,3,4,3+,5.0,Moderately Old,flat,1748.0,0,1,0,0,0,1,125
unitech uniworld resorts,11.75,sector 33,23240.0,5,7,3+,3.0,Relatively New,house,5056.0,0,1,0,0,0,1,80
shree vardhman victoria,1.0,sector 70,852.0,2,2,2,6.0,Relatively New,flat,1500.0,1,0,0,0,0,1,85
unitech aspen greens,6.95,sector 50,4490.0,3,3,1,2.0,Moderately Old,house,2160.0,0,1,0,0,0,1,160
pivotal devaan,0.03,sector 84,584.0,2,2,1,3.0,Relatively New,flat,533.0,0,0,1,0,0,1,75
ansal housing highland park,0.08,sector 103,588.0,2,2,2,9.0,Relatively New,flat,1361.0,0,0,0,0,0,1,0
godrej nature plus,1.0,sector 33,1337.0,2,2,0,11.0,Under Construction,flat,85.0,0,0,0,0,0,1,56
ambience creacions,2.0,sector 22,1500.0,3,3,3,13.0,New Property,flat,1564.0,0,0,0,0,0,0,158
godrej oasis,0.09,sector 88a,727.0,2,2,2,6.0,Relatively New,flat,1452.0,0,0,0,0,0,1,79
unitech uniworld resorts,11.5,sector 33,24573.0,5,6,3+,4.0,Relatively New,house,4680.0,0,1,0,0,0,1,84
vatika the seven lamps,0.08,sector 82,619.0,2,2,2,15.0,Relatively New,flat,1176.0,0,0,0,0,0,2,117
ansal housing highland park,0.08,sector 103,588.0,2,2,3,3.0,New Property,flat,1089.0,0,0,0,1,0,1,174
ireo the corridors,1.0,sector 67a,938.0,3,3,2,4.0,New Property,flat,1346.0,0,0,1,0,0,2,142
godrej frontier,1.0,sector 80,619.0,3,4,2,6.0,Moderately Old,flat,1922.0,0,1,0,1,0,1,111
signature global city 37d ph 2,1.0,sector 37d,937.0,3,3,3+,3.0,Under Construction,flat,1600.0,0,0,0,1,0,1,51
ss the leaf,1.0,sector 85,1045.0,2,2,3+,2.0,Relatively New,flat,1380.0,0,0,1,0,0,1,156
ss,1.0,sector 85,712.0,2,2,3,11.0,Relatively New,flat,1670.0,0,0,0,0,0,1,49
ramprastha skyz,1.0,sector 37d,725.0,3,3,3+,2.0,Under Construction,flat,1725.0,0,0,0,0,0,1,8
emaar mgf emerald estate,1.0,sector 65,1392.0,2,2,2,6.0,Relatively New,flat,1010.0,1,0,0,0,0,2,174
huda flats,2.3,sector 7,17037.0,5,3,3+,3.0,Old Property,house,1350.0,1,1,0,1,0,1,27
shapoorji pallonji joyville gurugram,2.0,sector 102,1407.0,3,3,3+,1.0,Relatively New,flat,1644.0,0,0,0,0,0,1,72
dlf city plots,19.0,sector 26,42054.0,6,6,3,2.0,Relatively New,house,4518.0,1,1,0,0,0,2,121
rof ananda,0.03,sector 95,574.0,2,2,1,10.0,Relatively New,flat,610.0,0,0,0,1,0,2,50
ss the leaf,2.0,sector 85,747.0,4,5,3+,9.0,Relatively New,flat,2545.0,0,0,0,0,0,2,67
m3m golfestate,5.0,sector 65,1696.0,3,4,3,3.0,Relatively New,flat,2803.0,0,1,0,0,0,1,49
awho shanti vihar,0.08,sector 95,988.0,2,2,3+,13.0,New Property,flat,1095.0,1,0,0,0,0,1,114
bptp terra,1.0,sector 37d,780.0,3,3,3+,7.0,Relatively New,flat,2191.0,1,0,0,0,0,1,38
aipl the peaceful homes,2.0,sector 70a,1064.0,3,4,3,8.0,Relatively New,flat,2127.0,0,1,1,0,0,2,174
bptp terra,2.0,sector 37d,1000.0,4,4,3,0.0,New Property,flat,2211.0,1,1,0,1,0,1,121
laxmi apartment sector 99a gurgaon,0.03,sector 99a,462.0,2,2,1,4.0,New Property,flat,600.0,0,0,0,0,0,1,44
vipul lavanya,1.0,sector 81,800.0,2,2,2,7.0,Relatively New,flat,1131.0,0,0,0,0,0,1,31
umang winter hills,0.09,sector 77,786.0,2,2,2,1.0,Relatively New,flat,1126.0,0,0,0,0,0,1,97
greenopolis,0.7,sector 89,5397.0,2,2,2,14.0,New Property,house,1297.0,0,0,0,0,0,1,0
emaar mgf marbella,8.7,sector 66,38667.0,4,5,2,3.0,New Property,house,2250.0,1,1,0,0,0,1,144
antriksh heights,0.08,sector 84,487.0,3,3,3+,8.0,New Property,flat,1561.0,0,0,0,1,0,1,60
ss the leaf,1.0,sector 85,718.0,2,2,2,16.0,Relatively New,flat,1934.0,0,0,0,0,0,2,49
independent,4.15,sector 14,18444.0,5,4,2,2.0,Old Property,house,2250.0,0,0,0,0,0,2,51
bestech park view grand spa,2.0,sector 81,827.0,3,4,3+,8.0,Relatively New,flat,2481.0,0,1,0,0,0,2,165
the serenas,0.04,sector 36,791.0,2,2,1,3.0,New Property,flat,590.0,0,0,0,0,0,1,0
kendriya vihar,0.05,sector 56,958.0,1,1,1,1.0,Old Property,flat,672.0,0,0,0,0,0,1,77
central park resorts,1.0,sector 48,2826.0,4,5,3+,2.0,Relatively New,flat,4422.0,0,1,0,1,0,1,45
park view apartments,1.0,sector 15,1103.0,3,3,3+,2.0,Moderately Old,flat,1611.0,0,0,0,1,0,1,56
gls arawali homes,0.03,sohna road,673.0,2,1,0,0.0,Relatively New,flat,476.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,845.0,4,4,2,7.0,Relatively New,flat,1819.0,0,0,0,0,0,1,128
